transaction_id,parent,parent_type,child,child_type,rel_type,date
2403-03-02_tr_01,Government of Sri Lanka,government,Ranil Wickremesinghe,citizen,AS_PRESIDENT,2024-09-23
2403-03-02_tr_02,"Minister of Ports, Shipping and Aviation",cabinetMinister,Nimal Siripala De Silva,citizen,AS_APPOINTED,2024-09-23
2403-03-02_tr_03,Minister of Education,cabinetMinister,Achchige Don Susil Premajayanth,citizen,AS_APPOINTED,2024-09-23
2403-03-02_tr_04,Minister of Wildlife and Forest Resources Conservation,cabinetMinister,Vanniarachchi Pavithra Devi,citizen,AS_APPOINTED,2024-09-23
2403-03-02_tr_05,Minister of Urban Development and Housing,cabinetMinister,Prasanna Ranatunga,citizen,AS_APPOINTED,2024-09-23
2403-03-02_tr_06,Minister of Environment,cabinetMinister,Ranil Wickremesinghe,citizen,AS_APPOINTED,2024-09-23
2403-03-02_tr_07,Minister of Public Security,cabinetMinister,Tiran Alles,citizen,AS_APPOINTED,2024-09-23
2403-03-02_tr_08,Non Cabinet Minister of State Plantation Enterprises Reforms,stateMinister,Ranjith Siyambalapitiya,citizen,AS_APPOINTED,2024-09-23
2403-03-02_tr_09,Minister of Transport and Highways,cabinetMinister,Bandula Gunawardena,citizen,AS_APPOINTED,2024-09-23
2403-03-02_tr_10,"Minister of Justice, Prisons Affairs and Constitutional Reforms",cabinetMinister,Ali Sabry,citizen,AS_APPOINTED,2024-09-23
2403-03-02_tr_11,Minister of Foreign Affairs,cabinetMinister,Ali Sabry,citizen,AS_APPOINTED,2024-09-23
2403-03-02_tr_12,Minister of Sports and Youth Affairs,cabinetMinister,Ranil Wickremesinghe,citizen,AS_APPOINTED,2024-09-23
2403-03-02_tr_13,"Minister of Trade, Commerce and Food Security",cabinetMinister,Kachchakaduge Nalin Ruwanjiwa Fernando,citizen,AS_APPOINTED,2024-09-23
2403-03-02_tr_14,Minister of Agriculture and Plantation Industries,cabinetMinister,Mahinda Amaraweera,citizen,AS_APPOINTED,2024-09-23
